id,text,author
id03789,No sooner had I entered the water than this bird took it into its head to fly away with the most indispensable portion of my apparel.,EAP
id00177,"Your hours were devoted to our benefit, your ambition was to obtain our commendation.",MWS
id03027,"Of those tones and accents I hesitate to speak; of their quality I will not speak; but I may say that they presented certain uncanny differences in vocabulary, pronunciation, and mode of utterance.",HPL
id27214,"Tillinghast had once been the prey of failure, solitary and melancholy; but now I knew, with nauseating fears of my own, that he was the prey of success.",HPL
id14095,"I took from their sconces two flambeaux, and giving one to Fortunato, bowed him through several suites of rooms to the archway that led into the vaults.",EAP
id06247,"They were very graceful novels, in which he urbanely laughed at the dreams he lightly sketched; but he saw that their sophistication had sapped all their life away.",HPL
id09916,I remember that walk.,HPL
id02302,"I shut up, as well as I could, in my own heart the anxiety that preyed there and entered with seeming earnestness into the plans of my father, although they might only serve as the decorations of my tragedy.",MWS
id12845,In another instant everything was blotted out by a merciful fit of fainting; the first I had ever had.,HPL
id04233,"I would not have any one suspect, or she might be roused to resistance, and perhaps escape.",MWS
id00901,"The ground outside was a singular mass of mud and pools, with fresh heaps of earth from the slight landslide; but I saw nothing to justify the interest which kept my companion silently leaning out the window.",HPL
id22161,"I reached down and hauled the contents out of the grave, and then both toiled hard to restore the spot to its former appearance.",HPL
id15430,These were some of Woodville's last lessons.,MWS
id27468,"I slaked my thirst at the brook, and then lying down, was overcome by sleep.",MWS
id02378,She knew that she was the cause of her husband's utter ruin; and she strung herself to bear the consequences.,MWS
id01146,Results were very curious.,HPL
id24617,The wall was now nearly upon a level with my breast.,EAP
id11383,"They had left to us, as an easier task, to give new names and arrange in connected classifications the facts which they in a great degree had been the instruments of bringing to light.",MWS
id24713,"His sons had formerly conducted the office in the square, but latterly they had been keeping out of sight a good deal and leaving the brunt of affairs to the younger generation.",HPL
id26161,"Frequently he consulted his watch, and wondered at the delay.",HPL
id03358,But be assured that the specimen before us appertains to the very simplest species of cryptograph.,EAP
id02240,"Every now and then he applied his stethoscope to the specimen, and bore the negative results philosophically.",HPL
id05465,"In a few minutes after, I heard the creaking of my door, as if some one endeavoured to open it softly.",MWS
id16715,Chase away your idle fears; to you alone do I consecrate my life and my endeavours for contentment.,MWS
id12563,The human creatures around me excited in me no sympathy and I thought that the mighty change that the death of your mother had wrought within me had rendered me callous to any future impression.,MWS
id00583,"I would never die, but would live with those who had lived since before man ever walked the earth.",HPL
id23271,"In their place he sent for labourers from the north, and when the servants left he replaced them likewise.",HPL
id17004,"I neither spoke nor looked at anyone, but sat motionless, bewildered by the multitude of miseries that overcame me.",MWS
id10247,"A harp was sent for that my playing might not interfere with hers, and I began: she found me a docile and when I had conquered the first rudiments a very apt scholar.",MWS
id12055,"""Oh, yes,"" he replied, coloring violently, ""I got it from him the next morning.",EAP
id22719,"In the mean time I can give you some idea of the shape.""",EAP
id14491,"No, he had not seen that thing before and did not know anything about it.",HPL
id24292,I followed it up; stepping with all the careful distrust with which certain antique narratives had inspired me.,EAP
id15777,Our conversations are not always confined to his own history and misfortunes.,MWS
id25136,"Whatever was down there in the glen was biding its time, and Armitage told his colleagues it would be suicidal to try to attack it in the dark.",HPL
id20815,"East and north it rose thousands of feet vertically from the water, so only the western side, inland and toward Arkham, remained.",HPL
id15238,An apathetic endurance of dull pain.,EAP
id24454,"From the haughty and unbending nature of the Countess of Windsor, Idris had few tender filial associations with her.",MWS
id14402,"Yet at the idea that the fiend should live and be triumphant, my rage and vengeance returned, and like a mighty tide, overwhelmed every other feeling.",MWS
id11581,It shall not find me.,HPL
id12773,"There was in this singular caravan a little boy with no father or mother, but only a tiny black kitten to cherish.",HPL
id12838,"If I should be engaged, I will at least make notes.",MWS
id23322,"People did not seem to notice his glances, but they noticed my fear; and after his disappearance used that as a basis for some absurd suspicions.",HPL
id22344,"What he stated was, in substance, this.",EAP
id20147,"On either side the bands threw down their arms, even the veterans wept, and our party held out their hands to their foes, while a gush of love and deepest amity filled every heart.",MWS
id01842,"The universe was to him a dwelling, to inhabit with his chosen one; and not either a scheme of society or an enchainment of events, that could impart to him either happiness or misery.",MWS
id26737,"The more I analysed the less I believed, and against my newly opened mind there began to beat grotesque and horrible analogies based on superficial aspects and upon my experience beneath the earth.",HPL
id27519,"Through this dank and gloomy wood we rode some two miles, when the Maison de Sante came in view.",EAP
id20676,I have felt it in the glances of unusually aged people.,EAP
id00041,"She allowed herself one luxury, she saw the newspapers every day, and feasted on the praise and actions of the Protector.",MWS
id16051,Do not mistake me; I never was really mad.,MWS
id00294,"Plague came, threatening to destroy at once the aim of the ambitious and the hopes of love.",MWS
id07695,"And for this one exception, to what did it amount?",MWS
id12440,Perhaps this tendency toward wildness had been stimulated somewhat by the repression to which he had been subjected at home; for Mrs. Trever had particular reason for training her only child with rigid severity.,HPL
id18373,And the tall primeval trees rock eternally hither and thither with a crashing and mighty sound.,EAP
id16812,"Arthur Jermyn waited very patiently for the expected box from M. Verhaeren, meanwhile studying with increased diligence the manuscripts left by his mad ancestor.",HPL
id12076,I lifted her up in my arms; her light form rested on my breast.,MWS
id08937,"Those waves will open up to us many vistas unknown to man, and several unknown to anything we consider organic life.",HPL
id08181,"The sea was rather rough, so we descended to a depth where the waves were less troublesome.",HPL
id10111,"The astonished negro opened his eyes and mouth to the fullest extent, let fall the spades, and fell upon his knees.",EAP
id24104,Then they looked down the hill.,HPL
id24837,"Since the pursuit was down another street, it was plain that the party was not following me directly.",HPL
id15659,We now watched this youthful congregation with redoubled interest.,MWS
id14673,The pause was momentary.,MWS
id22413,"This patient, it is recorded, was doing well and seemed to be in a fair way of ultimate recovery, but fell a victim to the quackeries of medical experiment.",EAP
id19433,Suddenly I heard a splash in the sea.,MWS
id11633,"This sight had an instantaneous effect on Raymond; his eyes beamed with tenderness, and remorse clothed his manners with earnestness and truth.",MWS
id04727,"Suddenly in the midst of his harangue he broke off, as if stung by some painful thought; he rose uneasily, and I perceived him at length quit the hall, and through the long corridor seek the open air.",MWS
id26735,"By necessity practical and by philosophy stern, these folk were not beautiful in their sins.",HPL
id14142,"But strangest of all were his eyes; twin caves of abysmal blackness, profound in expression of understanding, yet inhuman in degree of wickedness.",HPL
id24117,"In this phantasy of prismatic distortion it moved anomalously in a diagonal way, so that all the rules of matter and perspective seemed upset.",HPL
id06481,"Awhile, because you are gifted with agility and strength, you fancy that you live: but frail is the ""bower of flesh"" that encaskets life; dissoluble the silver cord than binds you to it.",MWS
id10069,"""It is too late to be ambitious,"" says Sir Thomas Browne.",MWS
id11204,"There was the same candour, the same vivacity, but it was allied to an expression more full of sensibility and intellect.",MWS
id15541,"I detailed the incidents of my sojourn abroad, and then questioned her as to the changes that had taken place at home, the causes of Adrian's absence, and her secluded life.",MWS
id11872,"When I awaked, I was safe in my bunk and the red glow of dawn was visible at the window.",HPL
id19801,"Evadne required another engagement on his part, that he would not without her concurrence enter into any project for her benefit, nor himself offer relief.",MWS
id15798,"I shuddered, and made a motion as if to climb out of the hole, which was now as deep as my neck.",HPL
id19129,"They, like the subject and material, belonged to something horribly remote and distinct from mankind as we know it; something frightfully suggestive of old and unhallowed cycles of life in which our world and our conceptions have no part.",HPL
id26398,"At length, satisfied with the true secret of its effect, I fell back within the bed.",EAP
id06010,I am led to attribute these frequent escapes to the only natural cause which can account for such effect.,EAP
id19866,"Wilbur was four and a half then, and looked like a lad of fifteen.",HPL
id00804,"Its hateful splash renewed again and again to my sense the death of my sister; its roar was a dirge; in every dark hull that was tossed on its inconstant bosom, I imaged a bier, that would convey to death all who trusted to its treacherous smiles.",MWS
id25080,"A new and burning curiosity grew in me, compared to which my boyish curiosity was feeble and inchoate.",HPL
id09317,"It was a very peculiar phenomenon, and was plainly marked by all.",HPL
id21692,"But although They no longer lived, They would never really die.",HPL
id24843,That which I occupied had no bedding of any kind.,EAP
id11433,"From the innumerable images of gloom which thus oppressed me in dreams, I select for record but a solitary vision.",EAP
id21401,"""The pole of the earth will coincide with the pole of the ecliptic,"" continued the astronomer, ""an universal spring will be produced, and earth become a paradise.""",MWS
id20649,Every thing had been heaped in promiscuously.,EAP
id07941,"Indeed upon any theme of the most admired, because simply the most abstruse of the boasted erudition of the academy, have I ever found Ligeia at fault?",EAP
id14143,"The right arm, as before, obeyed the direction of my hand.",EAP
id02713,"By degrees he warmed; his words flowed with ease, his language was full of vigour, and his voice of persuasion.",MWS
id16462,"So, happier than I had ever dared hoped to be, I dissolved again into that native infinity of crystal oblivion from which the daemon Life had called me for one brief and desolate hour.",HPL
id20918,The labours I endured were no longer to be alleviated by the bright sun or gentle breezes of spring; all joy was but a mockery which insulted my desolate state and made me feel more painfully that I was not made for the enjoyment of pleasure.,MWS
id06178,"Two days passed in this manner before he was able to speak, and I often feared that his sufferings had deprived him of understanding.",MWS
id19651,"Here the speaker, very rudely, as I thought, put his right thumb in his left cheek, withdrew it with a sound resembling the popping of a cork, and then, by a dexterous movement of the tongue upon the teeth, created a sharp hissing and fizzing, which lasted for several minutes, in imitation of the frothing of champagne.",EAP
id09922,"It was a most beautiful season; never did the fields bestow a more plentiful harvest or the vines yield a more luxuriant vintage, but my eyes were insensible to the charms of nature.",MWS
id17688,I received it with a repugnance which gained strength as I grew in years.,EAP
id15087,"I myself seemed to wear a common toga, and to have no especially distinguishing characteristic.",HPL
id14711,Crowds of emigrants inundated the west of Europe; and our island had become the refuge of thousands.,MWS
id21377,"A thousand tales were rife, explanatory of the Countess of Windsor's conduct; none true probably; but each day it became more certain that we should have the noble scion of the late regal house of England among us.",MWS
id25247,"This uncle had resembled her, and I had never liked him either.",HPL
id23590,"There was no animal or vegetable phosphorescence about, and the city that sloped down to the river was invisible in blackness.",HPL
id21390,My life was very peaceful.,MWS
id21176,"These maps have not been modern maps alone, for I know that names change.",HPL
id27310,"I am above the weakness of seeking to establish a sequence of cause and effect, between the disaster and the atrocity.",EAP
id03802,"Methought the time was now arrived, when, childish occupations laid aside, I should enter into life.",MWS
id02414,This was to be the colour; love and confidence the substance of our existence.,MWS
id00247,"Although one of its corners had been, by some accident, destroyed, it could be seen that the original form was oblong.",EAP
id01109,My ideas were enlarged by his conversation.,MWS
id02030,Never met any persons in the house when she called for the clothes or took them home.,EAP
id23912,"The wildness and supernatural machinery of Macbeth, was a pledge that it could contain little directly connected with our present circumstances.",MWS
id13856,But why this necessity?,EAP
id18661,There was a suggestion of queerly disordered pictures superimposed one upon another; an arrangement in which the essentials of time as well as of space seemed dissolved and mixed in the most illogical fashion.,HPL
id16595,"Can any man be to me as Clerval was, or any woman another Elizabeth?",MWS
id11387,"Intellectual activity, though not directed towards books, had always been my sister's characteristic.",MWS
id05553,"The charge, heavier perhaps than had been estimated, had seemed to shake the entire mountain.",HPL
id23663,"After all, though, little useful data could be gained from him; since his stories were all insane, incomplete hints of impossible marvels and horrors which could have no source save in his own disordered fancy.",HPL
id25726,P. How do you think your present illness will result?,EAP
id18105,"With my mind fully occupied by these ideas, I might be said as if fascinated, to haunt the destined abode of the young Earl.",MWS
id19756,"She was senseless, and I endeavoured by every means in my power to restore animation, when I was suddenly interrupted by the approach of a rustic, who was probably the person from whom she had playfully fled.",MWS
id23981,"West, in reality, was more afraid than I; for his abominable pursuits entailed a life of furtiveness and dread of every shadow.",HPL
id11521,"She would doubly sorrow over the strange link that enchains me to her, making my spirit obey her dying voice, following her, as it is about to do, to the unknown country.""",MWS
id17449,"How can I describe my emotions at this catastrophe, or how delineate the wretch whom with such infinite pains and care I had endeavoured to form?",MWS
id13555,She was thinner and had lost much of that heavenly vivacity that had before charmed me; but her gentleness and soft looks of compassion made her a more fit companion for one blasted and miserable as I was.,MWS
id01520,"The path, as you ascend higher, is intersected by ravines of snow, down which stones continually roll from above; one of them is particularly dangerous, as the slightest sound, such as even speaking in a loud voice, produces a concussion of air sufficient to draw destruction upon the head of the speaker.",MWS
id09992,You can get him in the morning.,EAP
id06668,"Moreover, prices were falling and competition was growing.",HPL
id19568,You say that man will never put off the body?,EAP
id24508,"I will pause a few moments, wipe my dim eyes, and endeavour to lose the present obscure but heavy feeling of unhappiness in the more acute emotions of the past.",MWS
id10791,Agitation of spirit kept me awake for many long hours; but at length I again slumbered.,EAP
id01228,But now crime has degraded me beneath the meanest animal.,MWS
id19795,Kings have been called the fathers of their people.,MWS
id10163,"You may render me the most miserable of men, but you shall never make me base in my own eyes.",MWS
id21656,"The affair made us rather nervous, especially the stiff form and vacant face of our first trophy, but we managed to remove all traces of our visit.",HPL
id15332,"In the beginning of time, when, as now, man lived by families, and not by tribes or nations, they were placed in a genial clime, where earth fed them untilled, and the balmy air enwrapt their reposing limbs with warmth more pleasant than beds of down.",MWS
id01765,"I was angry, impatient, miserable; my only happy hours were those during which I devised schemes of revenge; these were perfected in my forced solitude, so that during the whole of the following season, and I was freed early in September, I never failed to provide excellent and plenteous fare for myself and my comrades.",MWS
id12527,I say to my astonishment.,EAP
id16877,"Indeed, within the walls of the Castle we had a colony of the unhappy, deserted by their relatives, and in themselves helpless, sufficient to occupy her time and attention, while ceaseless anxiety for my welfare and the health of her children, however she strove to curb or conceal it, absorbed all her thoughts, and undermined the vital principle.",MWS
id27557,"Lone and shaken mourned the humble courts and the lower walls, for upon the sumptuous greater peristyle had fallen squarely the heavy overhanging bough of the strange new tree, reducing the stately poem in marble with odd completeness to a mound of unsightly ruins.",HPL
id19487,I was dashed down from heaven to earth as a silly sparrow when pounced on by a hawk; my eyes swam and my head was bewildered by the sudden apparition of grief.,MWS
id25958,I learned that the possessions most esteemed by your fellow creatures were high and unsullied descent united with riches.,MWS
id00344,"There was, he said, no public library or chamber of commerce in Innsmouth, but I could probably find my way about.",HPL
id18670,"Weakly rising, he gathered up the scribbled papers and sealed them all in a great envelope, which he immediately placed in his inside coat pocket.",HPL
id25040,"God knows he had cause, for as the echoes of my screaming died away there came another sound so hellishly suggestive that only numbed emotion kept me sane and conscious.",HPL
id19385,"We wept over the ruin of the boundless continents of the east, and the desolation of the western world; while we fancied that the little channel between our island and the rest of the earth was to preserve us alive among the dead.",MWS
id20381,"""Try the wood well, then, with your knife, and see if you think it very rotten.""",EAP
id00428,"When my sister saw me, she rose, and taking my hand, said, ""He is here, even at our wish; this is Lionel, my brother.""",MWS
id26942,"And then the men of Tegea spoke of the goodness of Musides, and of his heavy grief for his friend; and how not even the coming laurels of art could console him in the absence of Kalos, who might have worn those laurels instead.",HPL
id10242,I present the public with my latest discoveries in the slight Sibylline pages.,MWS
id08136,"My father spent the greater part of his time with me; he accompanied me in my walks, listened to my music, and leant over me as I read or painted.",MWS
id00055,"THE next day Lord Raymond called at Perdita's cottage, on his way to Windsor Castle.",MWS
id15243,But I was perfectly unacquainted with towns and large assemblages of men.,MWS
id26797,"As the carriage of Madame Lalande rolled by our group, I had observed that she recognized me; and more than this, she had blessed me, by the most seraphic of all imaginable smiles, with no equivocal mark of the recognition.",EAP
id11384,"Nobody ever believed him, but the natives did not like him to drink and talk with strangers; and it was not always safe to be seen questioning him.",HPL
id19311,"It took less than a single day to change these hairs from a jetty black to white, to weaken my limbs, and to unstring my nerves, so that I tremble at the least exertion, and am frightened at a shadow.",EAP
id08841,"In the next moment there was no doubt about the triumph; no doubt that the solution had truly accomplished, at least temporarily, its full mission of restoring rational and articulate life to the dead.",HPL
id14884,"The wind sometimes was not as strong as we thought it at starting, and then we made rather less way than we could wish, while the current rendered the smack unmanageable.",EAP
id25236,"Yes, he had been trying to comfort himself with these suppositions: but he had found all in vain.",EAP
id03265,"Townsfolk would disappear just before these nights, and would never be heard of again.",HPL
id08636,"So one day the young warriors, the slingers and the spearmen and the bowmen, marched against Ib and slew all the inhabitants thereof, pushing the queer bodies into the lake with long spears, because they did not wish to touch them.",HPL
id23091,The condition of her orphan children was peculiarly desolate.,MWS
id06654,"Surely the end was near; for my bower was discovered, and the objective of my nocturnal journeys revealed.",HPL
id12285,"South Street was very wide, leading directly down a slight declivity to the waterfront and commanding a long view out at sea; and I hoped that no one would be glancing up it from afar as I crossed in the bright moonlight.",HPL
id18466,"Now we call all these things matter, and embrace all matter in one general definition; but in spite of this, there can be no two ideas more essentially distinct than that which we attach to a metal, and that which we attach to the luminiferous ether.",EAP
id07502,"For a whole hour I did not move a muscle, and in the meantime I did not hear him lie down.",EAP
id19800,"For the sixth time they had all overslept, waking very slowly and dazedly, and acting as if they had not rested, although they were known to have gone early to bed the night before.",HPL
id09671,They have hinted at strange survivals in terms which would freeze the blood if not masked by a bland optimism.,HPL
id23983,"An old servant, who had nursed Idris in infancy, and who lived with us more on the footing of a revered relative than a domestic, had gone a few days before to visit a daughter, married, and settled in the neighbourhood of London.",MWS
id03351,"Of course it was inevitable that Olney should mark the grey unvisited cottage in the sky, on that sinister northward crag which is one with the mists and the firmament.",HPL
id10262,With the years worse fortune came to The Street.,HPL
id20055,"The moonbeams did not reach down here, but I could just see my way about without using the flashlight.",HPL
id03200,"They doffed their own shabby clothes, and made free with the family wardrobe and jewels.",EAP
id19508,"I can answer them at once, he is at the Duke of Athol's seat at Dunkeld.",MWS
id19882,"Lightning flashed aloft, and the wondering crowd looked in vain for the portents of storm.",HPL
id22519,"I rose and walked slowly to the window; the wide heath was covered by snow which sparkled under the beams of the sun that shone brightly thro' the pure, frosty air: a few birds were pecking some crumbs under my window.",MWS
id10603,"Nobody had been caught, but among the scattering fugitives had been glimpsed a huge negro.",HPL
id05162,"P. The metaphysicians maintain that all action is reducible to motion and thinking, and that the latter is the origin of the former.",EAP
id10034,"Convinced of my psychological and nervous abnormality, I lighted some matches and poured a stiff dose of sodium bromide solution, which seemed to calm me to the extent of dispelling the illusion of sound.",HPL
id20090,"Pride made him recoil from complaint; and gratitude and affection to Perdita, generally acted as an opiate to all desire, save that of meriting her love.",MWS
id01326,But this was only for a moment.,EAP
id26181,"He had in part prevailed; the Lord Protector consented to return to London for a few weeks; during which time things should be so arranged, as to occasion less consternation at his departure.",MWS
id08252,The fearful difference quickly increased with a low rumbling or moaning sound.,EAP
id15951,"Its aspect inspired me with absolute dread, and, checking my horse, I half resolved to turn back.",EAP
id12771,But he was silent and presently retired to his cabin.,MWS
id09751,"Needless to say, no cattle were allowed to remain in open pasturage.",HPL
id13036,"Raymond had a confused remembrance that he had seen such a form before; he walked across the room; she did not raise her eyes, merely asking in Romaic, who is there?",MWS
id00112,"The breeze, that had flagged since sunset, now rose again.",MWS
id13299,"Most of them were country people, come up for the sake of change; the Londoners had sought the country.",MWS
id11005,"My life had been before as a pleasing country rill, never destined to leave its native fields, but when its task was fulfilled quietly to be absorbed, and leave no trace.",MWS
id25101,"Some day he would call, when the stars were ready, and the secret cult would always be waiting to liberate him.",HPL
id07352,"Closing our hatches, we awaited developments until we realised that we must either submerge or be swamped in the mounting waves.",HPL
id08883,But the Prince Prospero was happy and dauntless and sagacious.,EAP
id09328,Why I did so I can hardly tell.,EAP
id14064,"But some of us awake in the night with strange phantasms of enchanted hills and gardens, of fountains that sing in the sun, of golden cliffs overhanging murmuring seas, of plains that stretch down to sleeping cities of bronze and stone, and of shadowy companies of heroes that ride caparisoned white horses along the edges of thick forests; and then we know that we have looked back through the ivory gates into that world of wonder which was ours before we were wise and unhappy.",HPL
id17053,"They would do something to throw off the clinging evil, and, while in action, they fancied that a remedy was applied.",MWS
id06434,When I was seven years of age my nurse left me.,MWS
id16616,The happiness I enjoyed in the company of my father far exceeded my sanguine expectations.,MWS
id03306,"Bear boldly up against the storm: continue wise and mild, but believe it, and indeed it is, your duty to be happy.",MWS
id07375,"And then he sent a letter and asked me to visit him, for he was lonely in the castle with no one to speak to save the new servants and labourers he had brought from the north.",HPL
id07934,"You were attached to each other from your earliest infancy; you studied together, and appeared, in dispositions and tastes, entirely suited to one another.",MWS
id27531,Upon forcing the door no person was seen.,EAP
id16610,"We divided its entire surface into compartments, which we numbered, so that none might be missed; then we scrutinized each individual square inch throughout the premises, including the two houses immediately adjoining, with the microscope, as before.""",EAP
id02189,"In theory, no reason can be more unreasonable, but, in fact, there is none more strong.",EAP
id09421,"I determined to go without a guide, for I was well acquainted with the path, and the presence of another would destroy the solitary grandeur of the scene.",MWS
id12813,There are many incidents that I might relate which shewed the diseased yet incomprehensible state of his mind; but I will mention one that occurred while we were in company with several other persons.,MWS
id23428,During all that period she appeared to me the most amiable and benevolent of human creatures.,MWS
id27430,The deep grief which this scene had at first excited quickly gave way to rage and despair.,MWS
id01905,"You labour under an entire mistake as to the nature of the plague; but do not fear, I do not ask any of you to accompany me, nor to believe me, until I return safe and sound from my patient.""",MWS
id02216,And this error is so egregious that I am confounded at the universality with which it has been received.,EAP
id09397,"But as the ensuing week commenced, I thought of the information which M. Krempe had given me concerning the lectures.",MWS
id25870,"When I spoke to him he did not answer, so I knew I would have to let him finish the bottle.",HPL
id09133,"The one recoiled to solitude, that she might there entrench herself from disappointment and injury; the other walked forth in open day, believing that none would harm her.",MWS
id10360,Many minutes elapsed before any circumstance occurred tending to throw light upon the mystery.,EAP
id12530,"In the twilight I heard it pounding on the rocks, and I knew it lay just over the hill where the twisting willows writhed against the clearing sky and the first stars of evening.",HPL
id06013,You are I doubt not prepared for what I am about to announce; we must seperate and be divided for ever.,MWS
id16000,"Poverty was the cloud that veiled her excellencies, and all that was good in her seemed about to perish from want of the genial dew of affection.",MWS
id06631,The youth was certain that many specimens even worse than the worst visible ones were kept locked indoors in some places.,HPL
id23869,"Her presence had seemed a blessing to them, but it would be unfair to her to keep her in poverty and want when Providence afforded her such powerful protection.",MWS
id06357,"The distance was great, and I could distinguish nothing in detail; but I did not at all like the look of that moving column.",HPL
id12672,But it is not from them that there came the single glimpse of forbidden aeons which chills me when I think of it and maddens me when I dream of it.,HPL
id11312,The body had not been quite fresh enough; it is obvious that to restore normal mental attributes a body must be very fresh indeed; and a burning of the old house had prevented us from burying the thing.,HPL
id22915,"The trees and the hills were close to him, and formed the gates of that timeless realm which was his true country.",HPL
id15071,"It was known that this nest of anarchy was old, and that the houses were tottering from the ravages of the years and the storms and the worms; yet was the happening of that summer night a surprise because of its very queer uniformity.",HPL
id01062,"I gave gold to my luckless companion; I recommended her to the care of the attendants; I then hastened away; while the tormentor, the imagination, busied itself in picturing my own loved ones, stretched on such beds, attended thus.",MWS
id26294,"You look as if the enemy had tortured, before he murdered you.",MWS
id00940,"The flash died, and an evil smile illumined the waxy face of the aged necromancer.",HPL
id08422,It was necessary to hear and see and touch him to be sure that he was not.,EAP
id14612,"She returned to England, and the bitter tears she shed at parting were the last I saw flow for love of me for many years.",MWS
id23652,This sound disturbed an old woman who was sleeping in a chair beside me.,MWS
id11791,The narrative which follows will appear to the reader somewhat in the light of a commentary upon the propositions just advanced.,EAP
id07207,"Carriages and horses, gardens, pictures, statues, and princely libraries, there were enough of these even to superfluity; and there was nothing to prevent each from assuming possession of his share.",MWS
id06049,"The granddaughter, moreover, recalled even this much with difficulty.",HPL
id27463,My father made no reproach in his letters and only took notice of my silence by inquiring into my occupations more particularly than before.,MWS
id25994,"Fact is, I guess on the whole it was really the Captain that gave the bad reputation to the reef.",HPL
id02689,"And for two whole days the sleek, lazy cats of Ulthar would touch no food, but only doze by the fire or in the sun.",HPL
id20759,"""I have already assured you of my fidelity,"" said Raymond with disdainful coldness, ""triple assertions will avail nothing where one is despised.",MWS
id08225,"I saw the eye of Idris wander from me to her children, with an anxious appeal to my judgment.",MWS
id15355,My burning glances at length fell upon the face.,EAP
id09107,Brimming delight now invested me.,MWS
id27861,"I rejected a thousand schemes, because their accomplishment involved a chance of detection.",EAP
id21981,"He had at length proceeded to Pompelo with his lictors and attendants; there hearing enough rumours to be greatly impressed and disturbed, and standing firmly by his order for the Sabbath's extirpation.",HPL
id09564,"He said this with an air of profound seriousness, and I felt inexpressibly shocked.",EAP
id01354,"Nor did any sound come from the box, after all.",HPL
id09441,"With that sanguine but confused expectation, which desire engendered while she was at a distance from reality, she had formed an image in her mind of instantaneous change, when she should set her foot on Grecian shores.",MWS
id07175,"The settings themselves, which we picked out from among the other gold, appeared to have been beaten up with hammers, as if to prevent identification.",EAP
id00718,What his feelings were whom I pursued I cannot know.,MWS
id16546,"I made the brief trip by taxicab, and knocked with palpitant heart at the door of a neat and ancient building with plastered front.",HPL
id19618,"As I looked more closely, I saw that in the sallow cheeks shone spots of colour which had never before been present.",HPL
id00503,"But the same sentiment that first led me to pourtray scenes replete with tender recollections, now bids me hurry on.",MWS
id11300,"It is at night, especially when the moon is gibbous and waning, that I see the thing.",HPL
id21526,"Six Shots by Midnight It is uncommon to fire all six shots of a revolver with great suddenness when one would probably be sufficient, but many things in the life of Herbert West were uncommon.",HPL
id18782,"The coincidence was strange, but I was too sound a reasoner to connect circumstances which admit of no logical connexion, or to associate in any uncanny fashion the disastrous events which had led from the Victory affair to my present plight.",HPL
id01883,"Its air, freighted with a thousand odours such as Coleridge may have found at Cologne, too seldom knows the purifying rays of the sun; but fights for space with the acrid fumes of unnumbered cheap cigars and cigarettes which dangle from the coarse lips of unnumbered human animals that haunt the place day and night.",HPL
id03747,"Evelyn was the only mirthful creature present: he sat on Clara's lap; and, making matter of glee from his own fancies, laughed aloud.",MWS
id07155,"By this time what little doubt I might have entertained of my poor friend's insanity, was put finally at rest.",EAP
id19963,"As if we should give to another artist, the painted fragments which form the mosaic copy of Raphael's Transfiguration in St. Peter's; he would put them together in a form, whose mode would be fashioned by his own peculiar mind and talent.",MWS
id17280,"Michel Mauvais had one son, named Charles, a youth as proficient as himself in the hidden arts, and who had therefore been called Le Sorcier, or the Wizard.",HPL
id23317,"Once we looked at the pavement and found the blocks loose and displaced by grass, with scarce a line of rusted metal to shew where the tramways had run.",HPL
id25757,"His family never called to see him; probably it had found another temporary head, after the manner of decadent mountain folk.",HPL
id17088,"The emigrants embarked by hundreds, and unfurling their sails with rude hands, made strange havoc of buoy and cordage.",MWS
id19779,"I listened to him with wonder; but that his sad demeanour and solemn utterance assured me of the truth and intensity of his feelings, I should with light derision have attempted to dissipate his fears.",MWS
id26845,"And certain tribes, more hardy than the rest, pushed on to the border of the lake and built Sarnath at a spot where precious metals were found in the earth.",HPL
id01923,I feel that I am not awaking from ordinary sleep.,EAP
id09394,"Alos, my friend, was commander of all the forces on the plateau, and in him lay the last hope of our country.",HPL
id25978,"His jaws opened, and he muttered some inarticulate sounds, while a grin wrinkled his cheeks.",MWS
id26501,"Before I decided on my marriage with Idris, I resolved to see him myself again, and to judge of the probability of his recovery.",MWS
id05044,You are aware of the great force necessary in tearing thus from the head even twenty or thirty hairs together.,EAP
id07951,"I became acquainted with the science of anatomy, but this was not sufficient; I must also observe the natural decay and corruption of the human body.",MWS
id09780,My parents were possessed by the very spirit of kindness and indulgence.,MWS
id01799,The vaulted roof echoed again his infant tone.,MWS
id24712,"Behold, on these desert seas I have found such a one, but I fear I have gained him only to know his value and lose him.",MWS
id25468,"I saw his cheeks become pale, and his lips whiten and quiver; his anger served but to enkindle mine, and I answered with a determined look his eyes which glared on me; suddenly they were withdrawn, cast down, a tear, I thought, wetted the dark lashes; I was softened, and with involuntary emotion added, ""Not that you are such, my dear lord.""",MWS
id22485,"Uncle Chris had told him something odd once about an old unopened box with a key in it, but Aunt Martha had stopped the story abruptly, saying it was no kind of thing to tell a child whose head was already too full of queer fancies.",HPL
id25687,Since I saw you I have had great cause for anxiety.,EAP
id12266,"When the frequent rains shut us within doors, evening recreation followed morning study, ushered in by music and song.",MWS
id23332,"I pushed it open; and, with some hay strewed about, I formed a couch for her, placing her exhausted frame on it, and covering her with my cloak.",MWS
id21581,Raymond was eminently social.,MWS
id17003,"I have spoken both of ""sound"" and of ""voice.""",EAP
id15193,"Old Kranon again insisted that it was the dark folk who had taken them, since cats did not return alive from the cottage of the ancient man and his wife.",HPL
id08389,Such were my thoughts when the door of my apartment was opened and Mr. Kirwin entered.,MWS
