text,author
"It was quite dirty, you remember.",EAP
"Well, as I was in the very act of crumpling it up, my glance fell upon the sketch at which you had been looking, and you may imagine my astonishment when I perceived, in fact, the figure of a death's-head just where, it seemed to me, I had made the drawing of the beetle.",EAP
For a moment I was too much amazed to think with accuracy.,EAP
I knew that my design was very different in detail from this --although there was a certain similarity in general outline.,EAP
"Presently I took a candle, and seating myself at the other end of the room, proceeded to scrutinize the parchment more closely.",EAP
"Upon turning it over, I saw my own sketch upon the reverse, just as I had made it.",EAP
"My first idea, now, was mere surprise at the really remarkable similarity of outline --at the singular coincidence involved in the fact, that unknown to me, there should have been a skull upon the other side of the parchment, immediately beneath my figure of the scarabaeus and that this skull, not only in outline, but in size, should so closely resemble my drawing.",EAP
I say the singularity of this coincidence absolutely stupefied me for a time.,EAP
This is the usual effect of such coincidences.,EAP
"The mind struggles to establish a connection --a sequence of cause and effect --and, being unable to do so, suffers a species of temporary paralysis.",EAP
"But, when I recovered from this stupor, there dawned upon me gradually a conviction which startled me even far more than the coincidence.",EAP
"I began distinctly, positively, to remember that there had been no drawing on the parchment when I made my sketch of the scarabaeus.",EAP
"I became perfectly certain of this; for I recollected turning up first one side and then the other, in search of the cleanest spot.",EAP
"Had the skull been then there, of course I could not have failed to notice it.",EAP
"Here was indeed a mystery which I felt it impossible to explain; but, even at that early moment, there it seemed to glimmer, faintly, within the most remote and secret chambers of my intellect, a glow-worm-like conception of that truth which last night's adventure brought to so magnificent a demonstration.",EAP
"I arose at once, and putting the parchment securely away, dismissed all farther reflection until I should be alone.",EAP
"""When you had gone, and when Jupiter was fast asleep, I betook myself to a more methodical investigation of the affair.",EAP
In the first place I considered the manner in which the parchment had come into my possession.,EAP
"The spot where we discovered the scarabaeus was on the coast of the main land, about a mile eastward of the island, and but a short distance above high water mark.",EAP
"Upon my taking hold of it, it gave me a sharp bite, which caused me to let it drop.",EAP
"Jupiter, with his accustomed caution, before seizing the insect, which had flown towards him, looked about him for a leaf, or something of that nature, by which to take hold of it.",EAP
"It was at this moment that his eyes, and mine also, fell upon the scrap of parchment, which I then supposed to be paper.",EAP
"It was lying half buried in the sand, a corner sticking up.",EAP
"Near the spot where we found it, I observed the remnants of the hull of what appeared to have been a ship's long boat.",EAP
The wreck seemed to have been there for a very great while; for the resemblance to boat timbers could scarcely be traced.,EAP
"""Well, Jupiter picked up the parchment, wrapped the beetle in it, and gave it to me.",EAP
"Soon afterwards we turned to go home, and on the way met Lieutenant G--.",EAP
"I showed him the insect, and he begged me to let him take it to the fort.",EAP
"On my consenting, he thrust it forthwith into his waistcoat pocket, without the parchment in which it had been wrapped, and which I had continued to hold in my hand during his inspection.",EAP
"Perhaps he dreaded my changing my mind, and thought it best to make sure of the prize at once --you know how enthusiastic he is on all subjects connected with Natural History.",EAP
"At the same time without being conscious of it, I must have deposited the parchment in my own pocket.",EAP
"""You remember that when I went to the table, for the purpose of making a sketch of the beetle, I found no paper where it was usually kept.",EAP
"I looked in the drawer, and found none there.",EAP
"I searched my pockets, hoping to find an old letter --and then my hand fell upon the parchment.",EAP
I thus detail the precise mode in which it came into my possession; for the circumstances impressed me with peculiar force.,EAP
"""No doubt you will think me fanciful --but I had already established a kind of connexion.",EAP
I had put together two links of a great chain.,EAP
"There was a boat lying on a sea-coast, and not far from the boat was a parchment --not a paper --with a skull depicted on it.",EAP
"You will, of course, ask 'where is the connexion?'",EAP
"I reply that the skull, or death's-head, is the well-known emblem of the pirate.",EAP
The flag of the death's-head is hoisted in all engagements.,EAP
"""I have said that the scrap was parchment, and not paper.",EAP
Parchment is durable --almost imperishable.,EAP
"Matters of little moment are rarely consigned to parchment; since, for the mere ordinary purposes of drawing or writing, it is not nearly so well adapted as paper.",EAP
This reflection suggested some meaning --some relevancy --in the death's-head.,EAP
"I did not fail to observe, also, the form of the parchment.",EAP
"Although one of its corners had been, by some accident, destroyed, it could be seen that the original form was oblong.",EAP
"It was just such a slip, indeed, as might have been chosen for a memorandum --for a record of something to be long remembered and carefully preserved.""",EAP
"""But,"" I interposed, ""you say that the skull was not upon the parchment when you made the drawing of the beetle.",EAP
"How then do you trace any connexion between the boat and the skull --since this latter, according to your own admission, must have been designed (God only knows how or by whom) at some period subsequent to your sketching the scarabaeus?""",EAP
"""Ah, hereupon turns the whole mystery; although the secret, at this point, I had comparatively little difficulty in solving.",EAP
"My steps were sure, and could afford but a single result.",EAP
"I reasoned, for example, thus: When I drew the scarabaeus, there was no skull apparent on the parchment.",EAP
"When I had completed the drawing, I gave it to you, and observed you narrowly until you returned it.",EAP
"You, therefore, did not design the skull, and no one else was present to do it.",EAP
Then it was not done by human agency.,EAP
And nevertheless it was done.,EAP
"""At this stage of my reflections I endeavored to remember, and did remember, with entire distinctness, every incident which occurred about the period in question.",EAP
The weather was chilly (oh rare and happy accident!,EAP
"), and a fire was blazing on the hearth.",EAP
I was heated with exercise and sat near the table.,EAP
"You, however, had drawn a chair close to the chimney.",EAP
"Just as I placed the parchment in your hand, and as you were in the act of inspecting it, Wolf, the Newfoundland, entered, and leaped upon your shoulders.",EAP
"With your left hand you caressed him and kept him off, while your right, holding the parchment, was permitted to fall listlessly between your knees, and in close proximity to the fire.",EAP
"At one moment I thought the blaze had caught it, and was about to caution you, but, before I could speak, you had withdrawn it, and were engaged in its examination.",EAP
"When I considered all these particulars, I doubted not for a moment that heat had been the agent in bringing to light, on the parchment, the skull which I saw designed on it.",EAP
"You are well aware that chemical preparations exist, and have existed time out of mind, by means of which it is possible to write on either paper or vellum, so that the characters shall become visible only when subjected to the action of fire.",EAP
"Zaffre, digested in aqua regia, and diluted with four times its weight of water, is sometimes employed; a green tint results.",EAP
"The regulus of cobalt, dissolved in spirit of nitre, gives a red.",EAP
"These colors disappear at longer or shorter intervals after the material written on cools, but again become apparent upon the re-application of heat.",EAP
"""I now scrutinized the death's-head with care.",EAP
Its outer edges --the edges of the drawing nearest the edge of the vellum --were far more distinct than the others.,EAP
It was clear that the action of the caloric had been imperfect or unequal.,EAP
"I immediately kindled a fire, and subjected every portion of the parchment to a glowing heat.",EAP
"At first, the only effect was the strengthening of the faint lines in the skull; but, on persevering in the experiment, there became visible, at the corner of the slip, diagonally opposite to the spot in which the death's-head was delineated, the figure of what I at first supposed to be a goat.",EAP
"A closer scrutiny, however, satisfied me that it was intended for a kid.""",EAP
"said I, ""to be sure I have no right to laugh at you --a million and a half of money is too serious a matter for mirth --but you are not about to establish a third link in your chain --you will not find any especial connexion between your pirates and goat --pirates, you know, have nothing to do with goats; they appertain to the farming interest.""",EAP
"""But I have just said that the figure was not that of a goat.""",EAP
"""Well, a kid then --pretty much the same thing.""",EAP
"""Pretty much, but not altogether,"" said Legrand.",EAP
"""You may have heard of one Captain Kidd.",EAP
I at once looked on the figure of the animal as a kind of punning or hieroglyphical signature.,EAP
I say signature; because its position on the vellum suggested this idea.,EAP
"The death's-head at the corner diagonally opposite, had, in the same manner, the air of a stamp, or seal.",EAP
"But I was sorely put out by the absence of all else --of the body to my imagined instrument --of the text for my context.""",EAP
"""I presume you expected to find a letter between the stamp and the signature.""",EAP
"""Something of that kind.",EAP
"The fact is, I felt irresistibly impressed with a presentiment of some vast good fortune impending.",EAP
I can scarcely say why.,EAP
"Perhaps, after all, it was rather a desire than an actual belief; --but do you know that Jupiter's silly words, about the bug being of solid gold, had a remarkable effect on my fancy?",EAP
And then the series of accidents and coincidences --these were so very extraordinary.,EAP
"Do you observe how mere an accident it was that these events should have occurred on the sole day of all the year in which it has been, or may be, sufficiently cool for fire, and that without the fire, or without the intervention of the dog at the precise moment in which he appeared, I should never have become aware of the death's-head, and so never the possessor of the treasure?""",EAP
"""But proceed --I am all impatience.""",EAP
"""Well; you have heard, of course, the many stories current --the thousand vague rumors afloat about money buried, somewhere on the Atlantic coast, by Kidd and his associates.",EAP
These rumors must have had some foundation in fact.,EAP
"And that the rumors have existed so long and so continuously could have resulted, it appeared to me, only from the circumstance of the buried treasure still remaining entombed.",EAP
"Had Kidd concealed his plunder for a time, and afterwards reclaimed it, the rumors would scarcely have reached us in their present unvarying form.",EAP
"You will observe that the stories told are all about money-seekers, not about money-finders.",EAP
"Had the pirate recovered his money, there the affair would have dropped.",EAP
"It seemed to me that some accident --say the loss of a memorandum indicating its locality --had deprived him of the means of recovering it, and that this accident had become known to is followers, who otherwise might never have heard that treasure had been concealed at all, and who, busying themselves in vain, because unguided attempts, to regain it, had given first birth, and then universal currency, to the reports which are now so common.",EAP
"Have you ever heard of any important treasure being unearthed along the coast?""",EAP
"""But that Kidd's accumulations were immense, is well known.",EAP
"I took it for granted, therefore, that the earth still held them; and you will scarcely be surprised when I tell you that I felt a hope, nearly amounting to certainty, that the parchment so strangely found, involved a lost record of the place of deposit.""",EAP
"""But how did you proceed?""",EAP
"""I held the vellum again to the fire, after increasing the heat; but nothing appeared.",EAP
"I now thought it possible that the coating of dirt might have something to do with the failure; so I carefully rinsed the parchment by pouring warm water over it, and, having done this, I placed it in a tin pan, with the skull downwards, and put the pan upon a furnace of lighted charcoal.",EAP
"In a few minutes, the pan having become thoroughly heated, I removed the slip, and, to my inexpressible joy, found it spotted, in several places, with what appeared to be figures arranged in lines.",EAP
"Again I placed it in the pan, and suffered it to remain another minute.",EAP
"On taking it off, the whole was just as you see it now.""",EAP
"Here Legrand, having re-heated the parchment, submitted It my inspection.",EAP
"The following characters were rudely traced, in a red tint, between the death's-head and the goat: 53++!305))6*;4826)4+.)4+);806*;48!8`60))85;]8*:+*8!83(88)5*!",EAP
;8)*+(;485);5*!2:*+(;4956*2(5*-4)8`8*; 4069285);)6 !8)4++;1(+9;48081;8:8+1;48!85;4)485!528806*81(+9;48;(88;4(+?3 4;48)4+;161;:188;+?,EAP
"; ""But,"" said I, returning him the slip, ""I am as much in the dark as ever.",EAP
"Were all the jewels of Golconda awaiting me on my solution of this enigma, I am quite sure that I should be unable to earn them.""",EAP
"""And yet,"" said Legrand, ""the solution is by no means so difficult as you might be led to imagine from the first hasty inspection of the characters.",EAP
"These characters, as any one might readily guess, form a cipher --that is to say, they convey a meaning; but then, from what is known of Kidd, I could not suppose him capable of constructing any of the more abstruse cryptographs.",EAP
"I made up my mind, at once, that this was of a simple species --such, however, as would appear, to the crude intellect of the sailor, absolutely insoluble without the key.""",EAP
"""And you really solved it?""",EAP
"""Readily; I have solved others of an abstruseness ten thousand times greater.",EAP
"Circumstances, and a certain bias of mind, have led me to take interest in such riddles, and it may well be doubted whether human ingenuity can construct an enigma of the kind which human ingenuity may not, by proper application, resolve.",EAP
"In fact, having once established connected and legible characters, I scarcely gave a thought to the mere difficulty of developing their import.",EAP
"""In the present case --indeed in all cases of secret writing --the first question regards the language of the cipher; for the principles of solution, so far, especially, as the more simple ciphers are concerned, depend on, and are varied by, the genius of the particular idiom.",EAP
"In general, there is no alternative but experiment (directed by probabilities) of every tongue known to him who attempts the solution, until the true one be attained.",EAP
"But, with the cipher now before us, all difficulty is removed by the signature.",EAP
The pun on the word 'Kidd' is appreciable in no other language than the English.,EAP
"But for this consideration I should have begun my attempts with the Spanish and French, as the tongues in which a secret of this kind would most naturally have been written by a pirate of the Spanish main.",EAP
"As it was, I assumed the cryptograph to be English.",EAP
"""You observe there are no divisions between the words.",EAP
"Had there been divisions, the task would have been comparatively easy.",EAP
"In such case I should have commenced with a collation and analysis of the shorter words, and, had a word of a single letter occurred, as is most likely, (a or I, for example,) I should have considered the solution as assured.",EAP
"But, there being no division, my first step was to ascertain the predominant letters, as well as the least frequent.",EAP
"Counting all, I constructed a table, thus: Of the character 8 there are 33. ; "" 26.",EAP
"+ ) "" 16.",EAP
"6 "" 11. !",EAP
"9 2 "" 5. : 3 "" 4. ? """,EAP
"""Now, in English, the letter which most frequently occurs is e. Afterwards, the succession runs thus: a o i d h n r s t u y c f g l m w b k p q x z. E however predominates so remarkably that an individual sentence of any length is rarely seen, in which it is not the prevailing character.",EAP
"""Here, then, we have, in the very beginning, the groundwork for something more than a mere guess.",EAP
"The general use which may be made of the table is obvious --but, in this particular cipher, we shall only very partially require its aid.",EAP
"As our predominant character is 8, we will commence by assuming it as the e of the natural alphabet.",EAP
"To verify the supposition, let us observe if the 8 be seen often in couples --for e is doubled with great frequency in English --in such words, for example, as 'meet,' 'fleet,' 'speed, 'seen,' 'been,' 'agree,' &c. In the present instance we see it doubled less than five times, although the cryptograph is brief.",EAP
"""Let us assume 8, then, as e. Now, of all words in the language, 'the' is the most usual; let us see, therefore, whether they are not repetitions of any three characters in the same order of collocation, the last of them being 8.",EAP
"If we discover repetitions of such letters, so arranged, they will most probably represent the word 'the.'",EAP
"On inspection, we find no less than seven such arrangements, the characters being ;48.",EAP
"We may, therefore, assume that the semicolon represents t, that 4 represents h, and that 8 represents e --the last being now well confirmed.",EAP
Thus a great step has been taken.,EAP
"""But, having established a single word, we are enabled to establish a vastly important point; that is to say, several commencements and terminations of other words.",EAP
"Let us refer, for example, to the last instance but one, in which the combination ;48 occurs --not far from the end of the cipher.",EAP
"We know that the semicolon immediately ensuing is the commencement of a word, and, of the six characters succeeding this 'the,' we are cognizant of no less than five.",EAP
"Let us set these characters down, thus, by the letters we know them to represent, leaving a space for the unknown-- t eeth ""Here we are enabled, at once, to discard the 'th,' as forming no portion of the word commencing with the first t; since, by experiment of the entire alphabet for a letter adapted to the vacancy we perceive that no word can be formed of which this th can be a part.",EAP
"We are thus narrowed into t ee and, going through the alphabet, if necessary, as before, we arrive at the word 'tree,' as the sole possible reading.",EAP
"We thus gain another letter, r, represented by (, with the words 'the tree' in juxtaposition.",EAP
"""Looking beyond these words, for a short distance, we again see the combination ;48, and employ it by way of termination to what immediately precedes.",EAP
"We have thus this arrangement: the tree ;4(+?34 the, or substituting the natural letters, where known, it reads thus: the tree thr+?3h the.",EAP
"""Now, if, in place of the unknown characters, we leave blank spaces, or substitute dots, we read thus: the tree thr...h the, when the word 'through' makes itself evident at once.",EAP
"But this discovery gives us three new letters, o, u and g, represented by + ?",EAP
"""Looking now, narrowly, through the cipher for combinations of known characters, we find, not very far from the beginning, this arrangement, 83(88, or egree, which, plainly, is the conclusion of the word 'degree,' and gives us another letter, d, represented by !.",EAP
"""Four letters beyond the word 'degree,' we perceive the combination ;46(;88*.",EAP
"""Translating the known characters, and representing the unknown by dots, as before, we read thus: th.rtee an arrangement immediately suggestive of the word 'thirteen,' and again furnishing us with two new characters, i and n, represented by 6 and *.",EAP
"""Referring, now, to the beginning of the cryptograph, we find the combination, 53++!.",EAP
"""Translating, as before, we obtain .good, which assures us that the first letter is A, and that the first two words are 'A good.'",EAP
"""To avoid confusion, it is now time that we arrange our key, as far as discovered, in a tabular form.",EAP
"It will stand thus: 5 represents a ! """,EAP
"d 8 "" e 3 "" g 4 "" h 6 "" i * "" n + "" o ( "" r ; "" t ""We have, therefore, no less than ten of the most important letters represented, and it will be unnecessary to proceed with the details of the solution.",EAP
"I have said enough to convince you that ciphers of this nature are readily soluble, and to give you some insight into the rationale of their development.",EAP
But be assured that the specimen before us appertains to the very simplest species of cryptograph.,EAP
"It now only remains to give you the full translation of the characters upon the parchment, as unriddled.",EAP
"Here it is: 'A good glass in the bishop's hostel in the devil's seat twenty-one degrees and thirteen minutes northeast and by north main branch seventh limb east side shoot from the left eye of the death's-head a bee line from the tree through the shot fifty feet out.'""",EAP
"""But,"" said I, ""the enigma seems still in as bad a condition as ever.",EAP
"How is it possible to extort a meaning from all this jargon about 'devil's seats,' 'death's-heads,' and 'bishop's hostel'?""",EAP
"""I confess,"" replied Legrand, ""that the matter still wears a serious aspect, when regarded with a casual glance.",EAP
"My first endeavor was to divide the sentence into the natural division intended by the cryptographist.""",EAP
"""You mean, to punctuate it?""",EAP
"""Something of that kind.""",EAP
"""But how was it possible to effect this?""",EAP
"""I reflected that it had been a point with the writer to run his words together without division, so as to increase the difficulty of solution.",EAP
"Now, a not overacute man, in pursuing such an object, would be nearly certain to overdo the matter.",EAP
"When, in the course of his composition, he arrived at a break in his subject which would naturally require a pause, or a point, he would be exceedingly apt to run his characters, at this place, more than usually close together.",EAP
"If you will observe the MS., in the present instance, you will easily detect five such cases of unusual crowding.",EAP
"Acting on this hint, I made the division thus: 'A good glass in the bishop's hostel in the devil's --twenty-one degrees and thirteen minutes --northeast and by north --main branch seventh limb east side --shoot from the left eye of the death's-head --a bee-line from the tree through the shot fifty feet out.'""",EAP
"""Even this division,"" said I, ""leaves me still in the dark.""",EAP
"""It left me also in the dark,"" replied Legrand, ""for a few days; during which I made diligent inquiry, in the neighborhood of Sullivan's Island, for any building which went by the name of the 'Bishop's Hotel'; for, of course, I dropped the obsolete word 'hostel.'",EAP
"Gaining no information on the subject, I was on the point of extending my sphere of search, and proceeding in a more systematic manner, when, one morning, it entered into my head, quite suddenly, that this 'Bishop's Hostel' might have some reference to an old family, of the name of Bessop, which, time out of mind, had held possession of an ancient manor-house, about four miles to the northward of the Island.",EAP
"I accordingly went over to the plantation, and reinstituted my inquiries among the older negroes of the place.",EAP
"At length one of the most aged of the women said that she had heard of such a place as Bessop's Castle, and thought that she could guide me to it, but that it was not a castle, nor a tavern, but a high rock.",EAP
"""I offered to pay her well for her trouble, and, after some demur, she consented to accompany me to the spot.",EAP
"We found it without much difficulty, when, dismissing her, I proceeded to examine the place.",EAP
The 'castle' consisted of an irregular assemblage of cliffs and rocks --one of the latter being quite remarkable for its height as well as for its insulated and artificial appearance.,EAP
"I clambered to its apex, and then felt much at a loss as to what should be next done.",EAP
"""While I was busied in reflection, my eyes fell upon a narrow ledge in the eastern face of the rock, perhaps a yard below the summit on which I stood.",EAP
"This ledge projected about eighteen inches, and was not more than a foot wide, while a niche in the cliff just above it, gave it a rude resemblance to one of the hollow-backed chairs used by our ancestors.",EAP
"I made no doubt that here was the 'devil's-seat' alluded to in the MS., and now I seemed to grasp the full secret of the riddle.",EAP
"""The 'good glass,' I knew, could have reference to nothing but a telescope; for the word 'glass' is rarely employed in any other sense by seamen.",EAP
"Now here, I at once saw, was a telescope to be used, and a definite point of view, admitting no variation, from which to use it.",EAP
"Nor did I hesitate to believe that the phrases, 'twenty-one degrees and thirteen minutes,' and northeast and by north,' were intended as directions for the levelling of the glass.",EAP
"Greatly excited by these discoveries, I hurried home, procured a telescope, and returned to the rock.",EAP
"""I let myself down to the ledge, and found that it was impossible to retain a seat on it unless in one particular position.",EAP
This fact confirmed my preconceived idea.,EAP
I proceeded to use the glass.,EAP
"Of course, the 'twenty-one degrees and thirteen minutes' could allude to nothing but elevation above the visible horizon, since the horizontal direction was clearly indicated by the words, 'northeast and by north.'",EAP
"This latter direction I at once established by means of a pocket-compass; then, pointing the glass as nearly at an angle of twenty-one degrees of elevation as I could do it by guess, I moved it cautiously up or down, until my attention was arrested by a circular rift or opening in the foliage of a large tree that overtopped its fellows in the distance.",EAP
"In the centre of this rift I perceived a white spot, but could not, at first, distinguish what it was.",EAP
"Adjusting the focus of the telescope, I again looked, and now made it out to be a human skull.",EAP
"""On this discovery I was so sanguine as to consider the enigma solved; for the phrase 'main branch, seventh limb, east side,' could refer only to the position of the skull on the tree, while shoot from the left eye of the death's-head' admitted, also, of but one interpretation, in regard to a search for buried treasure.",EAP
"I perceived that the design was to drop a bullet from the left eye of the skull, and that a bee-line, or, in other words, a straight line, drawn from the nearest point of the trunk through 'the shot,' (or the spot where the bullet fell,) and thence extended to a distance of fifty feet, would indicate a definite point --and beneath this point I thought it at least possible that a deposit of value lay concealed.""",EAP
"""All this,"" I said, ""is exceedingly clear, and, although ingenious, still simple and explicit.",EAP
"When you left the Bishop's Hotel, what then?""",EAP
"""Why, having carefully taken the bearings of the tree, I turned homewards.",EAP
"The instant that I left 'the devil's seat,' however, the circular rift vanished; nor could I get a glimpse of it afterwards, turn as I would.",EAP
"What seems to me the chief ingenuity in this whole business, is the fact (for repeated experiment has convinced me it is a fact) that the circular opening in question is visible from no other attainable point of view than that afforded by the narrow ledge on the face of the rock.",EAP
"""In this expedition to the 'Bishop's Hotel' I had been attended by Jupiter, who had, no doubt, observed, for some weeks past, the abstraction of my demeanor, and took especial care not to leave me alone.",EAP
"But, on the next day, getting up very early, I contrived to give him the slip, and went into the hills in search of the tree.",EAP
After much toil I found it.,EAP
When I came home at night my valet proposed to give me a flogging.,EAP
"With the rest of the adventure I believe you are as well acquainted as myself.""",EAP
"""I suppose,"" said I, ""you missed the spot, in the first attempt at digging through Jupiter's stupidity in letting the bug fall through the right instead of the left of the skull.""",EAP
"This mistake made a difference of about two inches and a half in the 'shot' --that is to say, in the position of the peg nearest the tree; and had the treasure been beneath the 'shot,' the error would have been of little moment; but the 'shot,' together with the nearest point of the tree, were merely two points for the establishment of a line of direction; of course the error, however trivial in the beginning, increased as we proceeded with the line, and by the time we had gone fifty feet, threw us quite off the scent.",EAP
"But for my deep-seated convictions that treasure was here somewhere actually buried, we might have had all our labor in vain.""",EAP
"""I presume the fancy of the skull, of letting fall a bullet through the skull's eye --was suggested to Kidd by the piratical flag.",EAP
"No doubt he felt a kind of poetical consistency in recovering his money through this ominous insignium.""",EAP
"""Perhaps so; still I cannot help thinking that common-sense had quite as much to do with the matter as poetical consistency.",EAP
"To be visible from the devil's-seat, it was necessary that the object, if small, should be white; and there is nothing like your human skull for retaining and even increasing its whiteness under exposure to all vicissitudes of weather.""",EAP
"""But your grandiloquence, and your conduct in swinging the beetle --how excessively odd!",EAP
I was sure you were mad.,EAP
"And why did you insist on letting fall the bug, instead of a bullet, from the skull?""",EAP
"""Why, to be frank, I felt somewhat annoyed by your evident suspicions touching my sanity, and so resolved to punish you quietly, in my own way, by a little bit of sober mystification.",EAP
"For this reason I swung the beetle, and for this reason I let it fall from the tree.",EAP
"An observation of yours about its great weight suggested the latter idea.""",EAP
"""Yes, I perceive; and now there is only one point which puzzles me.",EAP
"What are we to make of the skeletons found in the hole?""",EAP
"""That is a question I am no more able to answer than yourself.",EAP
"There seems, however, only one plausible way of accounting for them --and yet it is dreadful to believe in such atrocity as my suggestion would imply.",EAP
"It is clear that Kidd --if Kidd indeed secreted this treasure, which I doubt not --it is clear that he must have had assistance in the labor.",EAP
"But, the worst of this labor concluded, he may have thought it expedient to remove all participants in his secret.",EAP
"Perhaps a couple of blows with a mattock were sufficient, while his coadjutors were busy in the pit; perhaps it required a dozen --who shall tell?""",EAP
"THE ""Red Death"" had long devastated the country.",EAP
"No pestilence had ever been so fatal, or so hideous.",EAP
Blood was its Avator and its seal � the redness and the horror of blood.,EAP
"There were sharp pains, and sudden dizziness, and then profuse bleeding at the pores, with dissolution.",EAP
"The scarlet stains upon the body and especially upon the face of the victim, were the pest ban which shut him out from the aid and from the sympathy of his fellow-men.",EAP
"And the whole seizure, progress and termination of the disease, were the incidents of half an hour.",EAP
But the Prince Prospero was happy and dauntless and sagacious.,EAP
"When his dominions were half depopulated, he summoned to his presence a thousand hale and light-hearted friends from among the knights and dames of his court, and with these retired to the deep seclusion of one of his castellated abbeys.",EAP
"This was an extensive and magnificent structure, the creation of the prince's own eccentric yet august taste.",EAP
A strong and lofty wall girdled it in.,EAP
This wall had gates of iron.,EAP
"The courtiers, having entered, brought furnaces and massy hammers and welded the bolts.",EAP
They resolved to leave means neither of ingress or egress to the sudden impulses of despair or of frenzy from within.,EAP
The abbey was amply provisioned.,EAP
With such precautions the courtiers might bid defiance to contagion.,EAP
The external world could take care of itself.,EAP
"In the meantime it was folly to grieve, or to think.",EAP
The prince had provided all the appliances of pleasure.,EAP
"There were buffoons, there were improvisatori, there were ballet-dancers, there were musicians, there was Beauty, there was wine.",EAP
All these and security were within.,EAP
"Without was the ""Red Death.""",EAP
"It was toward the close of the fifth or sixth month of his seclusion, and while the pestilence raged most furiously abroad, that the Prince Prospero entertained his thousand friends at a masked ball of the most unusual magnificence.",EAP
"It was a voluptuous scene, that masquerade.",EAP
But first let me tell of the rooms in which it was held.,EAP
There were seven � an imperial suite.,EAP
"In many palaces, however, such suites form a long and straight vista, while the folding doors slide back nearly to the walls on either hand, so that the view of the whole extent is scarcely impeded.",EAP
Here the case was very different; as might have been expected from the duke's love of the bizarre.,EAP
The apartments were so irregularly disposed that the vision embraced but little more than one at a time.,EAP
"There was a sharp turn at every twenty or thirty yards, and at each turn a novel effect.",EAP
"To the right and left, in the middle of each wall, a tall and narrow Gothic window looked out upon a closed corridor which pursued the windings of the suite.",EAP
These windows were of stained glass whose color varied in accordance with the prevailing hue of the decorations of the chamber into which it opened.,EAP
"That at the eastern extremity was hung, for example, in blue � and vividly blue were its windows.",EAP
"The second chamber was purple in its ornaments and tapestries, and here the panes were purple.",EAP
"The third was green throughout, and so were the casements.",EAP
The fourth was furnished and lighted with orange � the fifth with white � the sixth with violet.,EAP
"The seventh apartment was closely shrouded in black velvet tapestries that hung all over the ceiling and down the walls, falling in heavy folds upon a carpet of the same material and hue.",EAP
"But in this chamber only, the color of the windows failed to correspond with the decorations.",EAP
The panes here were scarlet � a deep blood color.,EAP
"Now in no one of the seven apartments was there any lamp or candelabrum, amid the profusion of golden ornaments that lay scattered to and fro or depended from the roof.",EAP
There was no light of any kind emanating from lamp or candle within the suite of chambers.,EAP
"But in the corridors that followed the suite, there stood, opposite to each window, a heavy tripod, bearing a brazier of fire, that projected its rays through the tinted glass and so glaringly illumined the room.",EAP
And thus were produced a multitude of gaudy and fantastic appearances.,EAP
"But in the western or black chamber the effect of the fire-light that streamed upon the dark hangings through the blood-tinted panes, was ghastly in the extreme, and produced so wild a look upon the countenances of those who entered, that there were few of the company bold enough to set foot within its precincts at all.",EAP
"It was in this apartment, also, that there stood against the western wall, a gigantic clock of ebony.",EAP
"Its pendulum swung to and fro with a dull, heavy, monotonous clang; and when the minute-hand made the circuit of the face, and the hour was to be stricken, there came from the brazen lungs of the clock a sound which was clear and loud and deep and exceedingly musical, but of so peculiar a note and emphasis that, at each lapse of an hour, the musicians of the orchestra were constrained to pause, momentarily, in their performance, to harken to the sound; and thus the waltzers perforce ceased their evolutions; and there was a brief disconcert of the whole gay company; and, while the chimes of the clock yet rang, it was observed that the giddiest grew pale, and the more aged and sedate passed their hands over their brows as if in confused revery or meditation.",EAP
"But when the echoes had fully ceased, a light laughter at once pervaded the assembly; the musicians looked at each other and smiled as if at their own nervousness and folly, and made whispering vows, each to the other, that the next chiming of the clock should produce in them no similar emotion; and then, after the lapse of sixty minutes, (which embrace three thousand and six hundred seconds of the Time that flies,) there came yet another chiming of the clock, and then were the same disconcert and tremulousness and meditation as before.",EAP
"But, in spite of these things, it was a gay and magnificent revel.",EAP
The tastes of the duke were peculiar.,EAP
He had a fine eye for colors and effects.,EAP
He disregarded the decora of mere fashion.,EAP
"His plans were bold and fiery, and his conceptions glowed with barbaric lustre.",EAP
There are some who would have thought him mad.,EAP
His followers felt that he was not.,EAP
It was necessary to hear and see and touch him to be sure that he was not.,EAP
"He had directed, in great part, the moveable embellishments of the seven chambers, upon occasion of this great fete; and it was his own guiding taste which had given character to the masqueraders.",EAP
Be sure they were grotesque.,EAP
"There were much glare and glitter and piquancy and phantasm � much of what has been since seen in ""Hernani.""",EAP
There were arabesque figures with unsuited limbs and appointments.,EAP
There were delirious fancies such as the madman fashions.,EAP
"There were much of the beautiful, much of the wanton, much of the bizarre, something of the terrible, and not a little of that which might have excited disgust.",EAP
"To and fro in the seven chambers there stalked, in fact, a multitude of dreams.",EAP
"And these � the dreams � writhed in and about, taking hue from the rooms, and causing the wild music of the orchestra to seem as the echo of their steps.",EAP
"And, anon, there strikes the ebony clock which stands in the hall of the velvet.",EAP
"And then, for a moment, all is still, and all is silent save the voice of the clock.",EAP
The dreams are stiff-frozen as they stand.,EAP
"But the echoes of the chime die away � they have endured but an instant � and a light, half-subdued laughter floats after them as they depart.",EAP
