id,text,author
id21704,If felt emotions benevolence towards I return hundred hundredfold one creature sake I would make peace whole kind But I indulge dreams bliss cannot realized,MWS
id22073,Strange harrowing must story frightful storm embraced gallant vessel course wrecked thus Chapter I birth Genevese family one distinguished republic,MWS
id14970,The texture majority kind unpleasant rubberiness,HPL
id13057,I presently relieved however dropping eye,EAP
id21188,Ha ha ha hi hi hi ho ho ho hu hu hu good oh capital wit But want know uncle would indicate time precisely,EAP
id19818,And though century since elapsed whose conclusion brings us thus together tortured slumbering senses impatience duration yet Monos century still,EAP
id19379,Rich draperies every part room trembled vibration low melancholy music whose origin discovered,EAP
id26863,But ah ah first contribution first I say never Magazine custom pay comprehend eh,EAP
id01462,I felt I witnessed death whole village knew I alone castle Denys Barry whose boldness brought doom,HPL
id06297,But I disliked I fancied I heard closing one windows settle faced stealthily opened,HPL
id17269,And shadowed screen I saw hooded forms amidst ruins yellow evil faces peering behind fallen monuments,HPL
id06727,When short time previous commencement game Automaton wound exhibiter usual ear degree accustomed sounds produced winding system machinery fail discover instantaneously axis turned key box Chess Player cannot possibly connected either weight spring system machinery whatever,EAP
id26893,I accordingly conducted magistrate several persons inn,MWS
id19476,dreadful creatures Indians turn toes I really ashamed man great courage poor fellow wonderful age invention O dear I breath quite desperado prodigies valor never heard believe I shall sit enlighten Smith man Man Fred I tell bawled Miss Bas Bleu I led Mrs Pirouette seat,EAP
id09627,Zath coroner disputed length Nith lean notary Kranon Shang Thul overwhelmed questions,HPL
id27007,The delight Clerval proportionably greater mine mind expanded company men talent found nature greater capacities resources could imagined possessed associated inferiors,MWS
id19971,May heaven forgive folly morbidity led us monstrous fate Wearied commonplaces prosaic world even joys romance adventure soon grow stale St John I followed enthusiastically every aesthetic intellectual movement promised respite devastating ennui,HPL
id01554,At first I wished hurry I longed console sympathise loved sorrowing friends I drew near native town I slackened progress,MWS
id20530,It one reveries pauses apparent abstraction turning page poet scholar Politian beautiful tragedy The Orfeo first native Italian tragedy lay near upon ottoman I discovered passage underlined pencil,EAP
id27285,Did form choosing dispositions powers,MWS
id13432,Presently Wilbur raised head began speaking strange resonant fashion hinted sound producing organs unlike run mankind,HPL
id04094,The original beauty never great may introduced,EAP
id12480,It publicity attending investigation set reporters track Whateleys caused Boston Globe Arkham Advertiser print flamboyant Sunday stories young Wilbur precociousness Old Whateley black magic shelves strange books sealed second story ancient farmhouse weirdness whole region hill noises,HPL
id00218,Of nature manner coming possession I cannot speak,HPL
id08945,And seen said abruptly stared moments silence seen,EAP
id04177,At first stared found impossible comprehend witticism remark point seemed slowly make way brain eyes proportion seemed protruding sockets,EAP
id16717,These important questions utterly untouched evidence others equal moment met attention,EAP
id24526,CHARMION So henceforward always called,EAP
id22904,This condition things could long existed,EAP
id25411,By way amusement I felt way among numerous coffins ranged order around,EAP
id17118,He told told public left long manuscript technical matters said written English evidently order safeguard peril casual perusal,HPL
id09313,It also bore inscription From Eric Moreland Clapham Lee St Eloi Flanders,HPL
id22704,The results attained unfrequently surprising part brought simple diligence activity,EAP
id21323,Clara overcome weariness seated foot cousin bed spite efforts slumber weighed lids twice thrice shook length conquered slept,MWS
id15416,It Mr Thingum Bob said Mr Thingum Bob wrote Mr Thingum Bob,EAP
id24458,In passing hand valve cup water old puss sleeves shirt became entangled loop sustained basket thus moment loosened bottom,EAP
id10362,And I I shuddered,HPL
id09298,Diana five inches height head somewhat bigger body tail cut exceedingly close gave air injured innocence interesting animal rendered favorite,EAP
id01496,Her servant however remained,MWS
id05725,At third repetition whole frame agitated slight shivering eyelids unclosed far display white line ball lips moved sluggishly barely audible whisper issued words Yes asleep,EAP
id10996,Of possible natives inhabited spot one living specimen visible,HPL
id13487,The horrible scene preceding day forever acting eyes females flying enraged Felix tearing father feet,MWS
id18517,The old librarian rehearsed formulae memorised clutched paper containing alternative one memorised,HPL
id22323,He removed commodious dwelling hovered assure safe,MWS
id11549,He stretched forth hand unfortunately forced abandon firm hold upon overcoat,EAP
id26266,As amateur antiquarian I almost lost olfactory disgust feeling menace repulsion amidst rich unaltered survival past,HPL
id06986,All hees housework hees leetle room full bottles machines work doctair,HPL
id12628,I forget cause departure indeed I ever knew,MWS
id19789,I clasped kind hand I tried answer fervent God bless ignorance could frame speech I darted away oppressed new emotions,MWS
id15210,But mainly disturbed idea perceptibly descended,EAP
id04695,In fifth sixth succeeded partially long continued effort,EAP
id13936,The acquisition unknown languages tedious occupation one referred every expression universe within read many mere sake filling time still questioning author moulding every idea thousand ways ardently desirous discovery truth every sentence,MWS
id11876,Much time occupied exploration ruined abandoned halls towers old chateau youth fear caused shun old Pierre told trodden human foot four centuries,HPL
id00402,I dare quote one paragraph put English I make awkward Low Latin,HPL
id06959,But soon occurred atmosphere far rare sustain even feathers actually fell appeared great rapidity I surprised united velocities descent elevation,EAP
id18011,Pompey alone remained behind,EAP
id16959,I open eyes raucous clamour came loudly point obviously straight ahead,HPL
id05450,And perceived door landward end couple small lattice windows dingy bull eye panes leaded seventeenth century fashion,HPL
id20487,His passions violent often obtained mastery could always square conduct obvious line self interest self gratification least paramount object,MWS
id13012,promenade usual customer brought home JULY,EAP
id11807,I wished imitate example men used move together move I could find means leading inhabitants scattered towns villages forgot words soon heard veered every baffling wind might arise apparent change circumstance,MWS
id21996,Examining one day reserve specimens roughly set storage shelves rear room museum eye caught odd picture one old papers spread beneath stones,HPL
id15322,It fair day sons earth life ah fair daughters heaven death I kissed forehead continued I dying yet shall I live,EAP
id11843,Felix darted forward supernatural force tore father whose knees I clung transport fury dashed ground struck violently stick,MWS
id03190,Oh My creator make happy let feel gratitude towards one benefit Let see I excite sympathy existing thing deny request I moved,MWS
id25009,All servants asleep attic I answered bell,HPL
id00725,The ponderous oppression great measure relieved issuing flame lamp many flowed unbrokenly ears strain melodious monotone,EAP
id07472,Fear I shall instrument future mischief,MWS
id03976,I truly think person university exception ever suspected capable joke verbal practical old bull dog garden gate would sooner accused ghost Heraclitus wig Emeritus Professor Theology,EAP
id21068,There much kindness gratitude sweetness expression love,MWS
id09323,And I closed eyes crash I knew would come shutting sight celestial bird flapped mocking blue wings brink torrent,HPL
id07652,As spoke I caught glimpse face yellow beam solitary attic window,HPL
id08461,By utmost self violence I curbed imperious voice wretchedness sometimes desired declare whole world manners calmer composed ever since journey sea ice,MWS
id04151,So I listen merriment look wayfarers kept past hushed lighted farmhouses shadowy stone walls signs ancient shops sea taverns creaked salt breeze grotesque knockers pillared doorways glistened along deserted unpaved lanes light little curtained windows,HPL
id03363,Most information reached outside world young Jan Martense kind restlessness joined colonial army news Albany Convention reached Tempest Mountain,HPL
id05329,From remotest period antiquity archives reference hours regularly struck big bell,EAP
id18966,Chapter The finished speaking fixed looks upon expectation reply,MWS
id22023,It person Ligeia,EAP
id03659,My manly virtues desert witch Urania spared locks Sampson reposed feet softened humanized,MWS
id26493,I spoke awe I think shared second evil grin returned,HPL
id11004,Evadne entered coldly systems,MWS
id13224,He asked history earlier years,MWS
id12148,Above apparent hieroglyphics figure evidently pictorial intent though impressionistic execution forbade clear idea nature,HPL
id16543,Alas Alas What I become,MWS
id23012,While yet undecided quitted England news marriage reached hopes poorly nurtured blossoms withered fell,MWS
id22523,The mere flow animal spirits Paradise night close I desired renewal intoxicating delusion,MWS
id08162,But half buried rushes spied curious green idol stone exceedingly ancient idol coated seaweed chiselled likeness Bokrug great water lizard,HPL
id22529,But I gently shook shoulder turned astonishing alertness snapped obscure phrases,HPL
id09336,You rich respected admired beloved happy I,EAP
id00693,In midst poverty want Felix carried pleasure sister first little white flower peeped beneath snowy ground,MWS
id13957,We discussed chances merits candidates dispositions voters,MWS
id01508,A rumbling sound seemed brewing beneath hills mixed strangely concordant rumbling clearly came sky,HPL
id27689,The stinging remorse love pierced heart,MWS
id19598,Other later Members CLUB Mr David Garrick Actor early Friend Dr Johnson Messieurs Tho Jos,HPL
id20943,That mind find greatest pleasure escapes daily treadmill original dramatic recombinations images usually thrown habit fatigue hackneyed patterns actual existence something virtually incredible clear practical logical intellect,HPL
id13885,Report spoken possessions terms I even ventured call terms ridiculous exaggeration,EAP
id11636,In brief existence Ellison I fancy I seen refuted dogma man nature lies hidden principle antagonist bliss,EAP
id18056,The invalid suffering acute pain region heart breathed great difficulty ordinary symptoms asthma,EAP
id03641,The day warm sunny landscape sand sedge grass stunted shrubbery became desolate proceeded,HPL
id10520,When found forsaken lost heart pursue usual avocations pride forbade every application famine welcomed kind porter gates death within whose opening folds without sin quickly repose,MWS
id25529,Our house house mourning,MWS
id04280,I none rabbit au chat matter none cat au rabbit either,EAP
id26568,I repeat exceedingly hard comprehend articles could remained thicket undiscovered longer period one two days thus good ground suspicion spite dogmatic ignorance Le Soleil comparatively late date deposited found,EAP
id13812,Ye Gods sigh It sunk heart,EAP
id09796,Whilst Musides revelled night amidst urban gaieties Tegea Kalos would remain home stealing away sight slaves cool recesses olive grove,HPL
id22841,In matter I act partisan lady concerned,EAP
id01277,One small apartments occupied Wilson,EAP
id14401,No one placed charred fragments urn set memorial certain papers certain boxed object found made men wish forget,HPL
id04084,About period work completion people noticed old tool house tightly locked windowlessly clapboarded since Wilbur birth abandoned,HPL
id05184,I finally made mind,EAP
id26731,They alone would amply established identity,EAP
id04706,Over fumes sickening closeness rises aroma familiar throughout land happily banished back streets life edict benevolent government aroma strong wicked whiskey precious kind forbidden fruit indeed year grace,HPL
id02250,Raymond questioned reserved answers soon made turn man drawing,MWS
id05890,She went even far accuse laughingly rashness imprudence,EAP
id15143,The gas formed latter materials gas never yet generated person least never applied similar purpose,EAP
id06777,We must remain best help suffering fellow creatures,MWS
id16060,Just sunset I scrambled way evergreens hut friend I visited several weeks residence time Charleston distance nine miles Island facilities passage passage far behind present day,EAP
id24758,As Oppodeldoc whoever I time lost patience fellow sympathized longer,EAP
id20902,Undoubtedly alien strain Innsmouth folk stronger farther inland unless indeed Innsmouth look disease rather blood strain case district might held harbour advanced cases,HPL
id20572,In broad daylight seasons I apt think greater part mere dream sometimes autumn two morning winds animals howl dismally comes inconceivable depths damnable suggestion rhythmical throbbing,HPL
id03593,Leave task persuasion point I ask assist,MWS
id08443,Postponing therefore present suicidal design I slipped nether extremities sleeves coat betook pursuit felon nimbleness case required circumstances would admit,EAP
id02066,Looking pinnacle upon howling Phlegethon I could help smiling simplicity honest Jonas Ramus records matter difficult belief anecdotes whales bears appeared fact self evident thing largest ship line existence coming within influence deadly attraction could resist little feather hurricane must disappear bodily,EAP
id10557,There legends hidden lake unglimpsed mortal sight dwelt huge formless white polypous thing luminous eyes squatters whispered bat winged devils flew caverns inner earth worship midnight,HPL
id07079,And Victor I relate misfortune,MWS
id16408,He heard attention little narration concerning studies smiled names Cornelius Agrippa Paracelsus without contempt M Krempe exhibited,MWS
id05625,It rather presumptuous open unlocked door knocking failed rouse response needed help badly thought host would mind gentle prodding awake,HPL
id02875,Handbills papers fluttered filthy gutters handbills papers printed many tongues many characters yet bearing messages crime rebellion,HPL
id27428,To sure I sir I shall sorry part said Dupin,EAP
id25925,He pacing garden passions state inconceivable turbulence,MWS
id21446,The sea appeared unruffled mirror although means spy glass I could perceive state violent agitation,EAP
id15573,They two feet height,EAP
id18645,Into grimacing crone started dragging Gilman pajama sleeve,HPL
id14840,Long long I read devoutly devotedly I gazed,EAP
id04104,He got grief Elinor country became dull glad find even amusement know else passes lazy hours calls friendship It true presence consolation words sweet pour forth thoughts win despair,MWS
id25796,He courteous honey tongued adept fascinating arts,MWS
id17879,Yet I die alas dare I go I may meet Diana I disobeyed last request last words said faint voice feeling love survives things else already dead bade make child happy thought alone gives double sting death,MWS
id07925,Who At instant cottage door opened Felix Safie Agatha entered,MWS
id17804,At moments I took refuge perfect solitude,MWS
id15606,The odour fish maddening I much concerned graver things mind slight evil set boldly unknown goal,HPL
id14327,That live instrument mischief disturbs respects hour I momentarily expect release happy one I enjoyed several years,MWS
id19916,On route quite accidentally met purchaser exclaims Ah This bundle I see I thought home long ago,EAP
id24547,He writhed beneath injury unable revenge quitted England vow return till good time arrive might feel power despised,MWS
id02878,The Countess Windsor nature full energetic feeling seldom life permitted concentrated emotions heart shew features,MWS
id03877,Puerile though story old Zadok insane earnestness horror communicated mounting unrest joined earlier sense loathing town blight intangible shadow,HPL
id14484,Desire renown presumptuous ambition characterized youth,MWS
id24751,formless phantasms kaleidoscopic mutations ghoulish remembered scene forests monstrous overnourished oaks serpent roots twisting sucking unnamable juices earth verminous millions cannibal devils mound like tentacles groping underground nuclei polypous perversion,HPL
id01803,He looks Number One,EAP
id04690,In instant reached extremity niche finding progress arrested rock stood stupidly bewildered,EAP
id21610,They seemed full careful thought words conversation reached induced approach make enquiries,MWS
id02798,They I must believe far larger ordinary eyes race,EAP
id26386,An advanced guard gave information approach country people quickly motion honour Lord Raymond,MWS
id23138,I already spoken abstract manner times,EAP
id14798,All Athens accompanied us several miles,MWS
id18238,I speak want energy failing,MWS
id21845,But Frenchwoman seldom direct always way answer embarrassing query little practical reply,EAP
id24215,The boundary line dominions never clearly defined principal park embraced circuit fifty miles,EAP
id22164,Maddened sound stench billowed forth even open air waiting horse gave scream frantic neigh plunged madly night wagon rattling crazily behind,HPL
id17196,We landed fine dead alive four days intense distress upon beach opposite Roanoke Island,EAP
id18420,With energy natural Perdita endeavoured supply place,MWS
id04739,Moreover inserted least five six daily papers day point time makes appearance hours original,EAP
id08837,Truth always well,EAP
id22691,The busy eastern part town silent saw half cupidity half curiosity warehouses ransacked pillaged bales rich India goods shawls price jewels spices unpacked strewed floors,MWS
id13786,For arms dangled upper portion carcass two tolerably long bottles necks outward hands,EAP
id03262,For I proud knowing Fatherland would revere memory sons would taught men like,HPL
id16992,Where risen walls cubits towers yet higher stretched marshy shore dwelt fifty millions men crawled detestable green water lizard,HPL
id01224,I attended lectures cultivated acquaintance men science university I found even M Krempe great deal sound sense real information combined true repulsive physiognomy manners account less valuable,MWS
id21054,We alone together sun set song nightingales began evening star shone distinct flood light yet unfaded west,MWS
id21498,Yet I could deceived,EAP
id10775,Upon memory graven vision city within soul arisen another vaguer recollection whose nature I certain,HPL
id04685,Ave Caesar moriturus te saluto shouted dropped whiskey reeking floor never rise,HPL
id25339,When Gilman stood tiles felt hot bare feet,HPL
id11043,But rather demonstrate absence gang,EAP
id16314,If I went sleep I proposed could atmosphere chamber regenerated interim,EAP
id15102,He wants see life wants know real lightnin juice tastes like jus remember friend treat im right,HPL
id05945,After fading last match I dared waste I sat quietly without light,HPL
id13275,The tent Arab fallen sands horse spurns ground unbridled unsaddled,MWS
id03902,Once overcome fatigue I sunk wet earth two hundred yards distant alone large meadow stood magnificent oak lightnings shewed myriad boughs torn storm,MWS
id19066,Then saw fanged bearded little face rat hole accursed little face last realised bore shocking mocking resemblance old Keziah heard faint fumbling door,HPL
id21533,Many pillars palaces tinted marble carven designs surpassing beauty,HPL
id25509,Moreover although stated L Etoile corpse interred public expense advantageous offer private sculpture absolutely declined family member family attended ceremonial although I say asserted L Etoile furtherance impression designed convey yet satisfactorily disproved,EAP
id14129,This duty another still paramount,MWS
id13906,Sometimes I endeavoured discover quality possesses elevates immeasurably person I ever knew,MWS
id15312,I cannot number birds I saved long severe winters climate hares rabbits I defended attacks dogs nursed accidentally wounded,MWS
id03068,He assisted dismount dismissing guide conducted cottage,MWS
id04642,Claws enuff massa mouth,EAP
id00413,And came never went away accents coarse strident mien faces unpleasing,HPL
id04452,The sledge still visible I lose sight except moments short time ice rock concealed intervening crags,MWS
id13620,He interspersed study books attacks manuscript time became convinced deal one subtlest ingenious cryptograms many separate lists corresponding letters arranged like multiplication table message built arbitrary key words known initiated,HPL
id23555,In first place opens door No I Leaving open goes round rear box opens door precisely back door No I To back door holds lighted candle,EAP
id26739,A bowl vegetable soup crackers enough I soon headed back cheerless room Gilman getting evening paper flyspecked magazine evil visaged clerk rickety stand beside desk,HPL
id03779,By time two policemen arrived Dr Morgan meeting vestibule urging sakes postpone entrance stench filled reading room till examiner came prostrate thing could covered,HPL
id14557,In proper season course would return home author happening one day require services short voyage unexpectedly carried straight tip brief period arrives satellite,EAP
id14932,In Brewster Letters Natural Magic account remarkable,EAP
id01585,But could,MWS
id05456,After midnight shrill notes burst kind pandaemoniac cachinnation filled countryside dawn finally quiet,HPL
id26372,The analytical power confounded ample ingenuity analyst necessarily ingenious ingenious man often remarkably incapable analysis,EAP
id09201,I surveyed characteristics,EAP
id27938,His limbs nearly frozen body dreadfully emaciated fatigue suffering,MWS
id26802,I hope stay till dark,HPL
id07010,These Indians shewed choler place built plaguy pestilent asking visit grounds full moon,HPL
id21503,But says L Etoile body kept mangled state shore Tuesday night trace would found shore murderers,EAP
id27482,If dishonour I conceive dishonour come near I lost,MWS
id14935,I scrutinized formation chin I found gentleness breadth softness majesty fullness spirituality Greek contour god Apollo revealed dream Cleomenes son Athenian,EAP
id27263,Since preserved narration said I would mutilated one go posterity,MWS
id24680,They appeared white whiter sheet upon I trace words thin even grotesqueness thin intensity expression firmness immoveable resolution stern contempt human torture,EAP
id03809,The Duchess Bless Soul sitting portrait Marquis So So holding Duchess poodle Earl This That flirting salts Royal Highness Touch Not leaning upon back chair,EAP
id17955,Great excitement came The Street,HPL
id09183,Before one us could recover extreme astonishment rudeness thrown heard voice intruder,EAP
id03151,What unknown island six Emma crew died mate Johansen secretive,HPL
id27923,Good old rye fiery ya kin find anyw eres Chi,HPL
id17200,I said I minutely remember details chamber yet I sadly forgetful topics deep moment system keeping fantastic display take hold upon memory,EAP
id13607,Write I wrote dictated,EAP
id19601,Thus ended day memorable decided future destiny,MWS
id21682,I see desolate plain covered white save black patches noonday sun made top sharp pointed hillocks snow sliding fell lay thinner plain ground birds pecking hard ice covers pools frost long continuance,MWS
id01984,Mocking desires rallied guests early departure,MWS
id02806,We rise one wand ring thought pollutes day,MWS
id16397,This interference often took ungracious character advice advice openly given hinted insinuated,EAP
id23277,The details contained foregoing pages apparently trivial yet slightest one weighing like lead depressed scale human afflictions tedious dwelling sorrows others apprehension slowly laying bare soul wounds journal death long drawn tortuous path leading ocean countless tears awakens keen grief,MWS
id27669,Every motive every threat every angry taunt urged vain,MWS
id12194,The one midway Moskoe,EAP
id15942,At one bend saw group giant elms among ancestor oddly vanished century half shuddered wind blew meaningly,HPL
id06336,The cottagers arose next morning sun,MWS
id17252,I much exhausted reflect upon circumstance ate drank avidity,EAP
id23975,Mrs Updike clothes close front hall switch I know,HPL
id15155,On third morning occurred first man mental attacks,HPL
id25833,But I reach destination without one strong impression poignantly disagreeable quality,HPL
id00612,From time Felix employed heart moving indications impending famine disappeared,MWS
id06587,He gay playful fascinating never overstep modesty nature respect due wildest sallies,MWS
id04165,avails vigilance Destiny man,EAP
id26605,Yet perhaps I shall late,MWS
id25620,This benefit fully repaid Justine grateful little creature world I mean made professions I never heard one pass lips could see eyes almost adored protectress,MWS
id05765,Cahoone War,HPL
id19510,His extraction obscure circumstances brought early public notice small paternal property soon dissipated splendid scene fashion luxury actor,MWS
id20108,Do indeed sleep Mathilda,MWS
id16358,She hung head said syllable reply,EAP
id16886,Nothing would tempted within half dozen yards brink,EAP
id21586,Every shade New England dialect uncouth syllables Puritan colonists precise rhetoric fifty years ago seemed represented shadowy colloquy though later I noticed fact,HPL
id01661,It first rolled side steeple lodge seconds gutter made way plunge middle street,EAP
id10245,Listen The waves thing waking thousand sleeping senses us senses inherit aeons evolution state detached electrons state organic humanity,HPL
id13427,It must accident strictest sense garters Marie needed tightening described,EAP
id10184,The damn government try tuh make folks good ef wants tuh stop feller hittin er feels like,HPL
id01440,On second night release I taken gamekeepers imprisoned released pertinacity fourth night find forbidden park,MWS
id16981,Many projects entered mind,EAP
id06967,When I twelve years old occurred aunt I ought learn music played upon harp,MWS
id19643,In latter respect I forced take Talbot advice remained obstinately deaf every question suggestion occupied exclusively rest evening transacting upon stage,EAP
id27184,Diotima approached fountain seated mossy mound near disciples placed grass near Without noticing sat close continued discourse addressing happened one listeners I attempt repeat words I describe chief appeared wish principally impress One woman years age full enjoyment exquisite beauty golden hair floated ringlets shoulders hazle eyes shaded heavy lids mouth lips apart seemed breathe sensibility But appeared thoughtful unhappy cheek pale seemed accustomed suffer lessons heard words wisdom ever listened The youth beside far different aspect form emaciated nearly shadow features handsome thin worn eyes glistened animating visage decay forehead expansive doubt perplexity looks seemed say although sought wisdom got entangled mysterious mazes vain endeavoured extricate As Diotima spoke colour went came quick changes flexible muscles countenance shewed every impression mind received seemed one life studied hard whose feeble frame sunk beneath weight mere exertion life spark intelligence burned uncommon strength within life seemed ever eve fading At present I shall describe groupe deep attention try recall memory words Diotima words fire path faintly marked recollection It requires hand said continuing discourse weigh divide good evil On earth inextricably entangled would cast away appears evil multitude beneficial causes effects cling mock labour When I earth walked solitary country silence night beheld multitude stars soft radiance moon reflected sea studded lovely islands When I felt soft breeze steal across cheek words love soothed cherished mind seemed almost quit body confined earth quick mental sense mingle scene I hardly saw I felt Then I exclaimed oh world beautiful thou art Oh brightest universe behold thy worshiper spirit beauty sympathy pervades things lifts soul wings animated light breezes Deep inexplicable spirit give words express adoration mind hurried away language I cannot tell I feel thy loveliness Silence song nightingale momentary apparition bird flies quietly past seems animated thee deep sky studded worlds If winds roared tore sea dreadful lightnings seemed falling around still love mingled sacred terror I felt majesty loveliness deeply impressed So also I felt I seen lovely countenance heard solemn music eloquence divine wisdom flowing lips one worshippers lovely animal even graceful undulations trees inanimate objects excited deep feeling love beauty feeling made alive eager seek cause animator scene yet satisfied depth I already found solution enquires sic feeling part great whole I found truth secret universe But retired cell I studied contemplated various motions actions world weight evil confounded If I thought creation I saw eternal chain evil linked one great whale sea swallows destroys multitudes smaller fish live also torment madness cat whose pleasure torment prey I saw whole creation filled pain creature seems exist misery another death havoc watchword animated world And Man also even Athens civilized spot earth multitude mean passions envy malice restless desire depreciate great good I see And dominions great I saw man reduced,MWS
id08083,At I felt mortified called upon father,EAP
id14937,Meanwhile must told,HPL
id18411,The magistrate appeared first perfectly incredulous I continued became attentive interested I saw sometimes shudder horror others lively surprise unmingled disbelief painted countenance,MWS
id12639,Being assured absence I returned palpitating heart scene disaster,EAP
id22470,In fearfully brief period patient died appeared jar containing leeches introduced accident one venomous vermicular sangsues found neighboring ponds,EAP
id16949,He would talk wonderful powers man present state hopes reason could longer guide imagination inspired shed light obscurity veils past future,MWS
id20941,At first high priests liked festivals descended amongst queer tales sea green eikon vanished Taran Ish died fear left warning,HPL
id23842,The walls bare boards probably never known plaster whilst abundance dust cobwebs made place seem deserted inhabited,HPL
id23442,And every morning day broke I went boldly chamber spoke courageously calling name hearty tone inquiring passed night,EAP
id21347,He great fool beyond doubt interposed one compared certain individual know exception strange gentleman,EAP
id18085,As hours wore I saw head droop awkwardly sleep I disturb,HPL
id13833,I put thus think I live thus fearfully day day sword bosom yet kept mortal wound hair word I demand dreadful word though flash lightning destroy speak,MWS
id18195,I beg pardon sir addresses gentleman shore air honest man,EAP
id11894,He cramped violet litten peaked space slanting floor low cases ancient books bench table queer objects triangular gulf one side,HPL
id02298,I examined apparatus however great attention could discover nothing order,EAP
id22502,Do think I shall slow perform sacrifice,MWS
id10758,In manner chase continued long time,EAP
id23819,Unsupported weak let wander fields unreaped corn stands barren plenty copses planted fathers towns built use,MWS
id19607,This idea probably suggested extreme agitation I exhibited mode murder described,MWS
id05300,The stupor surprise produced mind extraordinary change posture affairs perhaps part adventure least susceptible explanation,EAP
id27891,Somewhat amazed I made retreat Baron,EAP
id12766,All time passed England dream interest soul affections belonged events happened persons existed sixteen years,MWS
id09251,The Boatswain Müller elderly man would known better superstitious Alsatian swine became excited impression watched body water swore sank little drew limbs swimming position sped away south waves,HPL
id04841,I hesitated ride walk indulge exercise would carry home,EAP
id23880,Nor I better define peculiarity spirit seemed place essentially apart human beings calling habit intense continual thought pervading even trivial actions intruding upon moments dalliance interweaving flashes merriment like adders writhe eyes grinning masks cornices around temples Persepolis,EAP
id08477,I however succeed finding late companion dolphins massed thickly obscuringly conning tower,HPL
id04183,No determined die wished spare misery knowing,MWS
id22424,I quite well days past poor old Jup annoys almost beyond endurance well meant attentions Would believe,EAP
id09533,It improbable relatives Legrand conceiving somewhat unsettled intellect contrived instil obstinacy Jupiter view supervision guardianship wanderer,EAP
id16181,You I asked still remain Greece Assuredly replied Raymond,MWS
id25692,He chosen work said declamatory style framed imitation Eastern authors,MWS
id20423,Instead surroundings depressed frequently wrote friend Albany plans leave paternal roof,HPL
id22250,This letter enclosed care nobleman doubt would perform last inexpensive office placing king hand,MWS
id12684,Pestilence usher presence,MWS
id23640,EXTRAORDINARY MURDERS,EAP
id07754,The knowledge success become much part forgot necessary impart companion,MWS
id21322,I trembled head foot I felt presentiment wished rouse one peasants dwelt cottage far mine I overcome sensation helplessness often felt frightful dreams vain endeavour fly impending danger rooted spot,MWS
id27434,When angle words rope hangs perpendicularly whole apparatus stationary larger angle say farther balloon precedes end rope greater velocity converse,EAP
id20927,Yet experience shown true philosophy always show vast perhaps larger portion truth arises seemingly irrelevant,EAP
id24811,In mean time investigation proceeded vigor always judgment numerous individuals examined purpose owing continual absence clue mystery popular excitement greatly increased,EAP
id15786,In second plans utterly changed southward highway blocked ahead I must clearly find another egress Innsmouth,HPL
id23060,The Fish Street bridge according sketch ruins,HPL
id00732,Gilman constant sense dread might rise unbearable degree intensity one another obscure relentlessly inevitable fluctuations,HPL
id25574,With little difficulty I made way unperceived main hatchway partially open soon found opportunity secreting hold,EAP
id04253,I resolved become great man commence becoming great poet,EAP
id27814,He lived one manservant Georgian homestead knocker iron railed steps balanced eerily steep ascent North Court Street beside ancient brick court colony house grandfather cousin celebrated privateersman Capt,HPL
id00634,That scene I may I may believe excellent reason doubt,EAP
id10999,The gorilla guard long anything could done regular trainer body belonged baronet past recognition,HPL
id24484,The benches empty custom occupied hereditary members vacant city members members commercial towns landed proprietors many entered parliament sake career,MWS
id17790,But two days later squatters told red glare meant I felt horror mould burrow claw eyes given horror overwhelming implications,HPL
id06985,A mean diddle,EAP
id26876,It occurred bandage surcingle enveloped unique,EAP
id07380,On page pamphlet edition speaking hairy veil eyes species bison author says It immediately occurred acute mind Dr Herschel providential contrivance protect eyes animal great extremes light darkness inhabitants side moon periodically subjected,EAP
id22524,I choose current I find currents I make tolerable headway propeller,EAP
id11314,To morrow said Raymond mother sister set Scotland see,MWS
id01083,Jupiter signal master began gather tools,EAP
id03749,Several coffins began split stress handling planned save stoutly built casket little Matthew Fenner top order feet might certain surface possible,HPL
id24657,I alternative conclude stricken lunacy I became seriously anxious getting home,EAP
id26098,You cast shelterless world hopes blasted peace security pure mind destroyed memory bring frightful images guilt anguish innocent love betrayed,MWS
id27521,Wealth inferior object glory would attend discovery I could banish disease human frame render man invulnerable violent death Nor visions,MWS
id18092,First new light revealed distorted blackened form mysterious stranger,HPL
id25857,Such occurrence course attracted universal attention every little old gentleman sat leather bottomed arm chair turned one eyes stare dismay upon phenomenon still keeping upon clock steeple,EAP
id09142,For part I hesitate say notwithstanding evidence produced I believe rely perfect innocence,MWS
id09214,As I spoke subject carried away deep admiration grief offspring truest affection overflowing heart bursting sympathy great sublime career friend inspired I poured forth praises Raymond,MWS
id13605,He found man Athib sitting chest spices sat upon Athib seemed realise time passed,HPL
id16771,To cherished affection faithful sagacious dog I need hardly trouble explaining nature intensity gratification thus derivable,EAP
id06963,Having deposited mournful burden upon tressels within region horror partially turned aside yet unscrewed lid coffin looked upon face tenant,EAP
id12237,Such violet sweet Perdita trembling entrust air cowering observation yet betrayed excellences repaying thousand graces labour sought lonely bye path,MWS
id03491,These words Encyclopædia Britannica,EAP
id17328,The book Felix instructed Safie Volney Ruins Empires,MWS
id08321,In midst debris wedged fallen plank cluster cemented bricks ruined chimney object destined cause bafflement veiled fright openly superstitious talk Arkham anything else discovered haunted accursed building,HPL
